ID,gender,ugpa,lsat,grad,fulltime,fam_inc,law_school_tier,race,pass_bar,bar_passed_attempt,birth_year
5768,male,3.5,34.5,yes,yes,3,3,white,yes,first attempt,1969
5828,female,3.5,30,yes,yes,2,5,white,yes,first attempt,1950
5855,female,3.5,25.5,yes,yes,3,1,white,yes,first attempt,1962
5871,female,3.5,34,yes,yes,NA,3,white,yes,first attempt,1966
5895,male,3.5,28,yes,yes,4,3,white,yes,first attempt,1966
5897,male,3.5,40.5,yes,yes,3,4,white,yes,first attempt,1968
5903,male,3.5,42,yes,yes,4,5,white,yes,first attempt,1968
5918,female,3.5,33,yes,yes,3,6,black,yes,first attempt,1969
5951,male,3.5,40,yes,yes,4,4,white,yes,first attempt,1969
5972,female,3.5,41,yes,yes,4,4,white,no,no pass,1969
5979,female,3.5,34,yes,yes,4,3,white,yes,second attempt,1969
6000,male,3.5,38.5,yes,yes,4,4,white,yes,first attempt,1969
6009,female,3.5,41,yes,yes,3,4,white,yes,first attempt,1969
6036,female,3.5,42,yes,yes,NA,4,white,yes,first attempt,1969
6051,female,3.5,43,yes,yes,4,5,hisp,yes,first attempt,1970
6073,male,3.5,48,yes,yes,4,4,white,yes,first attempt,1969
6130,female,3.5,34,yes,yes,4,4,white,yes,first attempt,1949
6138,female,3.5,35,yes,yes,3,3,white,yes,first attempt,1969
6208,male,3.5,44,yes,yes,4,6,white,yes,first attempt,1970
6209,female,3.5,38,yes,yes,3,4,white,yes,first attempt,1969
6233,male,3.5,37,yes,yes,3,5,white,yes,first attempt,1968
6234,male,3.5,40,yes,yes,2,5,white,yes,first attempt,1953
6236,female,3.5,34,yes,yes,3,2,white,yes,first attempt,1968
6257,male,3.5,44,yes,yes,4,6,white,yes,first attempt,1969
6268,female,3.5,28,yes,yes,3,3,white,yes,first attempt,1964
6270,female,3.5,35,yes,yes,3,6,white,yes,first attempt,1954
6275,female,3.5,42,yes,yes,4,4,white,yes,first attempt,1968
6288,male,3.5,38,yes,yes,3,6,hisp,yes,first attempt,1969
6295,female,3.5,48,yes,yes,4,5,other,yes,first attempt,1966
6299,female,3.5,37.5,yes,yes,4,3,white,yes,first attempt,1966
6320,male,3.5,48,yes,yes,5,5,white,yes,first attempt,1968
6369,male,3.5,47,yes,yes,4,5,white,yes,first attempt,1969
6390,female,3.5,34,yes,yes,4,3,white,yes,first attempt,1969
6402,male,3.5,32.5,yes,yes,4,2,white,yes,first attempt,1967
6424,female,3.5,30,yes,yes,3,4,other,yes,first attempt,1968
6426,male,3.5,35,yes,yes,4,3,white,yes,first attempt,1968
6431,female,3.5,35.5,yes,yes,4,3,white,yes,first attempt,1967
6447,male,3.5,44,yes,yes,4,5,white,yes,first attempt,1959
6461,female,3.5,34,yes,no,2,3,white,yes,first attempt,1964
6495,female,3.5,40,yes,yes,3,5,white,yes,first attempt,1969
6516,female,3.5,44,yes,yes,5,6,white,yes,first attempt,1969
6520,male,3.5,47,yes,yes,4,6,white,yes,first attempt,1969
6526,male,3.5,39,yes,yes,5,3,white,yes,first attempt,1968
6543,female,3.5,34,yes,yes,2,4,white,yes,first attempt,1968
6570,female,3.5,40,yes,yes,4,6,hisp,yes,first attempt,1969
6583,male,3.5,31,yes,yes,3,3,white,yes,first attempt,1969
6586,female,3.5,46,yes,yes,4,4,asian,yes,first attempt,1966
6587,female,3.5,36,yes,yes,2,5,white,yes,first attempt,1968
6592,female,3.5,32,yes,yes,5,4,other,yes,first attempt,1970
6599,female,3.5,30,yes,yes,4,3,white,yes,first attempt,1969
6622,female,3.5,44,yes,yes,4,6,white,yes,first attempt,1969
6626,male,3.5,36,yes,yes,4,2,white,yes,first attempt,1962
6628,male,3.5,37,yes,yes,3,3,white,yes,first attempt,1969
6634,female,3.5,42,yes,yes,3,3,white,yes,first attempt,1969
6639,male,3.5,44,yes,yes,3,4,white,yes,first attempt,1966
6641,female,3.5,37,yes,yes,2,4,white,yes,first attempt,1969
6670,male,3.5,39,yes,yes,4,6,white,yes,first attempt,1970
6671,male,3.5,33,yes,yes,4,4,white,yes,first attempt,1966
6681,female,3.5,38,yes,yes,4,5,white,yes,first attempt,1969
6717,female,3.5,44,yes,yes,3,3,white,yes,first attempt,1968
6723,male,3.5,45,yes,yes,2,4,white,yes,first attempt,1964
6725,female,3.5,29.5,yes,yes,5,3,white,yes,second attempt,1968
6738,male,3.5,41,yes,yes,3,5,white,yes,first attempt,1969
6743,female,3.5,43,yes,yes,3,4,white,yes,first attempt,1970
6757,female,3.5,41,yes,yes,4,6,white,yes,first attempt,1966
6764,male,3.5,37,yes,yes,5,3,white,yes,first attempt,1969
6775,female,3.5,38,yes,yes,3,6,white,yes,first attempt,1968
6777,female,3.5,37,yes,yes,2,4,white,yes,first attempt,1969
6795,male,3.5,46,yes,yes,4,4,white,yes,first attempt,1968
6814,female,3.5,40,yes,yes,4,4,white,yes,first attempt,1969
6832,male,3.5,33,yes,yes,3,3,white,yes,first attempt,1967
6859,female,3.5,32,yes,yes,2,3,white,yes,first attempt,1958
6861,female,3.5,32,yes,yes,3,4,white,yes,first attempt,1961
6876,female,3.5,44,yes,yes,4,6,white,yes,first attempt,1969
6893,female,3.5,44,yes,no,3,3,white,yes,first attempt,1963
6940,male,3.5,29,yes,yes,3,3,white,yes,first attempt,1970
6946,female,3.5,35,yes,yes,3,4,white,no,no pass,1950
6959,male,3.5,41,yes,yes,4,4,white,yes,first attempt,1962
6960,male,3.5,39,yes,yes,3,4,white,yes,first attempt,1966
6964,male,3.5,31.5,yes,yes,4,3,white,yes,first attempt,1967
6978,male,3.5,45,yes,yes,4,5,white,yes,first attempt,1969
7011,female,3.5,43,yes,yes,4,5,white,yes,first attempt,1970
7025,female,3.5,33,yes,yes,4,3,white,yes,first attempt,1968
7040,female,3.5,34,yes,yes,3,3,white,yes,first attempt,1965
7043,male,3.5,34,yes,yes,3,2,white,yes,first attempt,1965
7085,male,3.5,26.7,yes,yes,3,3,white,yes,first attempt,1966
7113,male,3.5,42,yes,yes,4,5,white,yes,first attempt,1968
7115,female,3.5,29,yes,yes,3,3,asian,no,no pass,1966
7125,male,3.5,29,yes,yes,5,2,white,yes,first attempt,1967
7134,female,3.5,29,yes,yes,3,1,white,no,no pass,1968
7142,male,3.5,44,yes,yes,4,5,white,yes,first attempt,1969
7147,female,3.5,48,yes,yes,4,5,white,yes,first attempt,1969
7183,female,3.5,32,yes,yes,4,3,asian,yes,first attempt,1969
7240,male,3.5,26,yes,yes,3,3,white,yes,first attempt,1964
7259,male,3.5,38,yes,yes,3,4,other,yes,first attempt,1969
7276,female,3.5,42,yes,yes,4,6,white,yes,first attempt,1969
7299,male,3.5,33,no,yes,4,3,white,no,no pass,1968
7329,female,3.5,41,yes,yes,3,6,hisp,yes,first attempt,1968
7338,female,3.5,39,yes,yes,4,6,black,yes,first attempt,1969
7347,female,3.5,47,yes,yes,2,5,white,yes,first attempt,1965
7382,female,3.5,45,yes,yes,5,4,white,yes,first attempt,1968
7400,male,3.5,44,yes,yes,4,5,white,yes,first attempt,1968
7411,female,3.5,37,yes,yes,4,5,white,yes,first attempt,1969
7425,female,3.5,36,yes,yes,2,4,asian,yes,first attempt,1967
7450,female,3.5,44,yes,yes,3,5,white,yes,first attempt,1963
7469,male,3.5,34,yes,yes,2,3,white,yes,first attempt,1968
7495,female,3.5,35,yes,yes,4,3,white,yes,first attempt,1968
7503,male,3.5,34,yes,no,3,3,white,yes,first attempt,1955
7510,male,3.5,34,yes,yes,3,4,white,yes,first attempt,1962
7520,male,3.5,34,yes,yes,4,4,white,yes,first attempt,1962
7568,male,3.5,39,yes,yes,4,5,white,yes,first attempt,1968
7578,male,3.5,40,yes,yes,4,6,white,yes,first attempt,1969
7593,male,3.5,48,yes,yes,5,5,white,yes,first attempt,1968
7612,female,3.5,34,yes,yes,5,5,white,yes,second attempt,1969
7667,female,3.5,34,yes,yes,3,3,white,yes,first attempt,1969
7668,male,3.5,29.5,yes,yes,4,3,white,yes,first attempt,1967
7669,female,3.5,40,yes,yes,4,3,white,yes,first attempt,1969
7678,female,3.5,37,yes,yes,3,6,white,yes,first attempt,1968
7688,female,3.5,36,yes,yes,3,5,white,yes,first attempt,1964
7705,male,3.5,37,yes,yes,4,3,white,yes,second attempt,1969
7707,female,3.5,39,yes,yes,2,4,white,yes,first attempt,1964
7714,male,3.5,40,yes,yes,2,4,other,yes,first attempt,1965
7737,female,3.5,30,yes,yes,3,3,white,no,no pass,1966
7759,male,3.5,41,yes,yes,4,5,white,yes,first attempt,1969
7779,male,3.5,28.7,yes,yes,1,3,white,yes,first attempt,1964
7786,female,3.5,38,yes,yes,4,4,white,yes,first attempt,1968
7789,male,3.5,29,yes,yes,4,3,black,yes,first attempt,1968
7800,male,3.5,35,yes,yes,3,3,white,yes,first attempt,1964
7854,male,3.5,35,yes,yes,4,5,white,yes,first attempt,1967
7878,male,3.5,39,yes,yes,2,4,white,yes,first attempt,1960
7883,male,3.5,43,yes,yes,4,5,white,yes,first attempt,1967
7915,female,3.5,39,yes,yes,4,5,white,yes,first attempt,1963
7920,female,3.5,34,yes,yes,4,4,white,yes,first attempt,1968
7945,male,3.5,37,yes,yes,4,5,white,yes,first attempt,1968
7946,male,3.5,40,yes,yes,5,5,white,yes,first attempt,1970
7966,male,3.5,37,yes,NA,NA,6,white,yes,first attempt,1966
7973,female,3.5,36,yes,yes,3,3,white,yes,first attempt,1968
7976,female,3.5,41,yes,yes,2,3,white,yes,first attempt,1968
7977,male,3.5,40,yes,yes,3,4,white,yes,first attempt,1965
7979,male,3.5,26,yes,yes,2,2,other,yes,first attempt,1967
7980,female,3.5,28,yes,yes,3,4,white,yes,first attempt,1968
8002,female,3.5,35,yes,yes,3,4,white,yes,first attempt,1969
8010,female,3.5,30,yes,yes,2,2,white,yes,first attempt,1950
8012,female,3.5,44,yes,yes,4,5,asian,yes,first attempt,1968
8014,female,3.5,31,yes,yes,3,5,hisp,no,no pass,1966
8028,male,3.5,35,yes,yes,3,2,white,yes,first attempt,1969
8031,female,3.5,37,yes,yes,4,4,white,yes,first attempt,1968
8037,male,3.5,40,yes,yes,3,4,white,yes,first attempt,1967
8050,female,3.5,30,yes,yes,2,3,white,yes,first attempt,1969
8058,female,3.5,37,yes,yes,4,5,white,yes,first attempt,1970
8063,male,3.5,39,yes,yes,4,4,white,yes,first attempt,1969
8079,male,3.5,46,yes,yes,4,4,white,yes,first attempt,1969
8105,female,3.5,25,yes,yes,5,3,white,yes,first attempt,1966
8143,male,3.5,42,yes,yes,4,5,white,yes,first attempt,1969
8165,male,3.5,41,yes,yes,4,4,white,yes,first attempt,1957
8179,male,3.5,41,yes,yes,3,4,white,yes,first attempt,1969
8195,male,3.5,44,yes,yes,5,5,white,yes,first attempt,1965
8196,female,3.5,30,yes,yes,4,4,white,yes,first attempt,1969
8197,male,3.5,39,yes,yes,4,4,white,yes,first attempt,1968
8203,female,3.5,39,yes,yes,4,3,white,yes,first attempt,1967
8208,female,3.5,27,yes,yes,3,3,white,yes,second attempt,1952
8216,male,3.5,41,yes,yes,5,5,white,yes,first attempt,1965
8235,male,3.5,48,yes,yes,4,5,white,yes,first attempt,1963
8251,male,3.5,34,yes,yes,3,4,white,yes,first attempt,1967
8260,female,3.5,28,yes,yes,5,1,white,yes,first attempt,1954
8262,male,3.5,36,yes,yes,4,3,white,yes,first attempt,1968
8282,female,3.5,35,yes,no,3,5,white,yes,first attempt,1959
8303,male,3.5,48,yes,yes,4,4,white,yes,first attempt,1954
8309,male,3.5,34,yes,yes,4,3,white,yes,first attempt,1969
8314,male,3.5,46,yes,yes,3,4,white,yes,first attempt,1966
8323,male,3.5,48,yes,yes,3,4,white,yes,first attempt,1965
8339,female,3.5,43,yes,yes,4,6,white,yes,first attempt,1968
8342,male,3.5,41,yes,yes,3,4,white,yes,first attempt,1966
8360,male,3.5,33,yes,yes,4,5,white,yes,first attempt,1965
8382,male,3.5,38,yes,yes,3,5,white,yes,first attempt,1968
8395,male,3.5,42,yes,yes,4,5,asian,yes,first attempt,1968
8401,female,3.5,18,yes,no,1,3,black,yes,first attempt,1954
8413,male,3.5,36,yes,yes,4,4,white,yes,first attempt,1969
8430,male,3.5,47,yes,yes,4,6,white,yes,first attempt,1966
8449,female,3.5,30,yes,no,3,4,white,yes,first attempt,1962
8457,female,3.5,35,yes,yes,2,4,white,yes,first attempt,1971
8490,female,3.5,25,yes,yes,3,3,black,yes,second attempt,1968
8501,male,3.5,33,yes,yes,4,5,white,yes,first attempt,1969
8511,male,3.5,42,yes,yes,4,6,white,yes,first attempt,1964
8519,female,3.5,40,yes,yes,4,6,asian,yes,first attempt,1969
8520,female,3.5,34,yes,yes,4,3,white,yes,first attempt,1969
8528,male,3.5,38,yes,yes,3,3,white,yes,first attempt,1969
8549,male,3.5,39.5,yes,yes,4,4,white,yes,first attempt,1968
8572,male,3.5,47,yes,yes,4,6,white,yes,first attempt,1966
8574,male,3.5,45,yes,yes,3,6,white,yes,first attempt,1959
8581,female,3.5,42,yes,yes,4,3,white,yes,first attempt,1969
8584,male,3.5,46,yes,yes,4,6,white,yes,first attempt,1969
8585,male,3.5,47,yes,yes,4,6,white,yes,first attempt,1968
8622,female,3.5,43,yes,yes,3,4,white,yes,first attempt,1967
8637,male,3.5,33,yes,yes,3,3,white,yes,second attempt,1965
8642,female,3.5,46,yes,yes,4,4,white,yes,first attempt,1969
8646,male,3.5,39,yes,yes,5,4,white,yes,first attempt,1969
8648,female,3.5,35,yes,yes,4,3,white,yes,first attempt,1963
8653,male,3.5,31,yes,yes,5,3,white,yes,first attempt,1965
8677,female,3.5,42,yes,yes,2,5,white,yes,first attempt,1967
8698,female,3.5,29,yes,yes,2,5,asian,yes,first attempt,1969
8705,male,3.5,39,yes,yes,5,6,white,yes,first attempt,1970
8709,female,3.5,33,yes,yes,3,3,white,yes,first attempt,1963
8726,male,3.5,39.5,yes,yes,4,4,white,yes,first attempt,1967
8731,female,3.5,33,yes,yes,4,4,white,yes,first attempt,1968
8738,male,3.5,42,yes,yes,3,4,white,yes,first attempt,1968
8751,female,3.5,34,yes,yes,4,4,white,yes,first attempt,1967
8753,male,3.5,40,yes,yes,5,6,white,yes,first attempt,1957
8756,female,3.5,38,yes,yes,3,4,white,yes,first attempt,1957
8759,male,3.5,42,yes,yes,4,4,white,yes,first attempt,1966
8760,male,3.5,40,yes,yes,4,4,other,yes,first attempt,1969
8794,male,3.5,36,yes,yes,4,4,white,yes,first attempt,1968
8834,female,3.5,33,yes,yes,3,3,white,yes,first attempt,1969
8858,male,3.5,32.5,yes,yes,4,3,white,yes,first attempt,1957
8879,male,3.5,33,yes,yes,3,4,white,yes,first attempt,1969
8882,female,3.5,27.5,yes,yes,4,3,white,yes,first attempt,1969
8886,male,3.5,45,yes,yes,2,5,white,yes,first attempt,1964
8913,male,3.5,37,yes,yes,4,4,white,yes,first attempt,1968
8918,female,3.5,41,yes,yes,4,5,white,yes,first attempt,1967
8940,male,3.5,41,yes,yes,2,4,white,yes,first attempt,1960
9041,male,3.5,38,yes,yes,4,4,white,yes,first attempt,1969
9095,male,3.5,26,yes,yes,2,2,white,yes,first attempt,1970
9099,male,3.5,45,yes,yes,5,4,white,yes,first attempt,1960
9103,female,3.5,40,yes,yes,4,4,white,yes,first attempt,1969
9105,female,3.5,34,yes,yes,3,3,white,yes,first attempt,1968
9134,male,3.5,40,yes,yes,5,4,white,yes,first attempt,1969
9153,female,3.5,36,yes,yes,3,5,white,yes,first attempt,1969
9159,male,3.5,36,yes,yes,3,5,white,yes,first attempt,1969
9167,female,3.5,31,yes,yes,3,6,black,yes,first attempt,1965
9169,female,3.5,34,yes,yes,3,3,white,yes,first attempt,1959
9185,female,3.5,40,yes,yes,2,3,white,yes,first attempt,1960
9191,male,3.5,33,yes,yes,3,3,white,yes,first attempt,1969
9205,male,3.5,48,yes,yes,4,6,white,yes,first attempt,1969
9242,male,3.5,32,yes,yes,3,5,white,yes,first attempt,1969
9247,female,3.5,46,yes,yes,3,6,white,yes,first attempt,1962
9261,female,3.5,40,yes,yes,4,4,white,yes,first attempt,1969
9265,male,3.5,34,yes,yes,4,3,white,yes,first attempt,1968
9293,female,3.5,31,yes,yes,4,5,white,yes,first attempt,1952
9294,female,3.5,34,yes,yes,3,3,white,yes,first attempt,1963
9298,female,3.5,39,yes,yes,4,4,white,yes,first attempt,1961
9301,female,3.5,42,yes,yes,2,3,white,yes,first attempt,1968
9305,male,3.5,34,yes,yes,3,3,white,yes,first attempt,1969
9324,male,3.5,36,yes,yes,4,4,white,yes,first attempt,1966
9342,male,3.5,32,yes,yes,3,2,white,yes,first attempt,1967
9344,male,3.5,48,yes,yes,4,4,white,yes,first attempt,1970
9348,male,3.5,43,yes,yes,4,6,white,yes,first attempt,1969
9351,male,3.5,35,yes,yes,4,4,white,yes,first attempt,1968
9352,female,3.5,36,yes,yes,4,5,white,yes,first attempt,1965
9353,male,3.5,36,yes,yes,3,2,white,yes,first attempt,1968
9366,male,3.5,38,yes,yes,3,4,white,yes,first attempt,1969
9414,male,3.5,42,yes,yes,4,5,white,yes,first attempt,1959
9425,female,3.5,42,yes,yes,3,5,white,yes,first attempt,1969
9440,male,3.5,39,yes,yes,4,4,white,yes,first attempt,1967
9445,male,3.5,39,yes,yes,4,4,white,yes,first attempt,1969
9449,male,3.5,46,yes,yes,4,6,white,yes,first attempt,1967
9453,female,3.5,34,yes,yes,1,5,black,yes,second attempt,1969
9458,female,3.5,40,yes,yes,4,4,white,yes,first attempt,1956
9463,female,3.5,36,yes,yes,4,4,white,yes,first attempt,1969
9471,male,3.5,47,yes,yes,4,5,white,yes,first attempt,1969
9498,female,3.5,38,yes,yes,4,3,white,yes,first attempt,1968
9508,male,3.5,43,yes,yes,4,5,white,yes,first attempt,1968
9567,female,3.5,31,yes,yes,4,5,white,no,no pass,1957
9569,female,3.5,39,yes,no,3,2,white,yes,first attempt,1967
9583,female,3.5,25,yes,yes,3,4,black,yes,first attempt,1969
9588,female,3.5,39,yes,yes,3,4,white,yes,first attempt,1969
9601,female,3.5,36.5,yes,yes,3,4,white,yes,first attempt,1969
9605,male,3.5,44,yes,yes,4,6,white,yes,first attempt,1969
9639,female,3.5,37,yes,yes,2,4,other,yes,second attempt,1968
9682,female,3.5,39,yes,yes,2,6,white,yes,first attempt,1962
9708,male,3.5,26,yes,yes,3,3,white,yes,first attempt,1959
9715,female,3.5,37,yes,yes,3,3,white,yes,first attempt,1969
9718,male,3.5,25,yes,yes,3,5,black,no,no pass,1970
9719,male,3.5,28,yes,yes,4,2,white,yes,first attempt,1968
9736,male,3.5,34,yes,yes,3,3,white,yes,first attempt,1969
9737,female,3.5,35,yes,no,3,3,asian,yes,first attempt,1967
9740,female,3.5,36,yes,yes,4,4,white,yes,first attempt,1970
9757,male,3.5,36,yes,yes,4,3,white,yes,first attempt,1969
9763,female,3.5,48,yes,yes,3,4,white,yes,first attempt,1960
9764,male,3.5,31,yes,yes,3,2,white,yes,second attempt,1969
9800,male,3.5,35,yes,yes,3,3,white,yes,first attempt,1969
9841,male,3.5,32,yes,yes,NA,5,white,yes,first attempt,1969
9846,male,3.5,36,yes,yes,3,4,white,yes,first attempt,1966
9881,female,3.5,45,yes,yes,3,4,white,yes,first attempt,1958
9882,female,3.5,46,yes,yes,4,4,white,yes,first attempt,1968
9883,male,3.5,48,yes,yes,4,5,white,yes,first attempt,1969
9922,female,3.5,28.5,yes,yes,3,2,white,yes,first attempt,1969
9934,male,3.5,36,yes,yes,4,2,white,yes,first attempt,1968
9958,female,3.5,37,yes,yes,4,6,white,yes,first attempt,1964
9977,female,3.5,27,yes,yes,4,3,white,yes,first attempt,1968
9978,male,3.5,35,yes,yes,4,3,white,yes,first attempt,1969
10005,female,3.5,40,yes,yes,3,4,white,yes,first attempt,1964
10021,male,3.5,37,yes,yes,4,3,white,yes,first attempt,1969
10065,female,3.5,38,yes,yes,4,4,white,yes,second attempt,1969
10114,female,3.5,42,yes,yes,4,5,white,yes,first attempt,1969
10121,male,3.5,32,yes,yes,5,4,white,yes,first attempt,1968
10133,male,3.5,37,yes,yes,4,3,white,yes,first attempt,1968
10139,female,3.5,29,yes,yes,3,2,white,yes,second attempt,1969
10142,female,3.5,36,yes,yes,3,5,white,yes,first attempt,1966
10147,female,3.5,40,yes,no,3,4,white,yes,first attempt,1967
10150,female,3.5,35,yes,yes,3,4,white,yes,first attempt,1968
10152,female,3.5,45,yes,yes,4,4,white,yes,first attempt,1969
10169,female,3.5,40,yes,yes,4,4,white,yes,first attempt,1968
10184,male,3.5,44,yes,yes,4,6,white,yes,first attempt,1969
10228,male,3.5,41,yes,yes,3,3,white,yes,first attempt,1971
10238,male,3.5,39,yes,yes,2,6,asian,yes,first attempt,1968
10241,male,3.5,39,yes,yes,4,4,white,yes,first attempt,1969
10242,female,3.5,34,yes,yes,3,3,white,yes,first attempt,1969
10280,female,3.5,38,yes,yes,3,4,white,yes,first attempt,1962
10289,male,3.5,46,yes,yes,3,5,white,yes,first attempt,1965
10312,male,3.5,47,yes,yes,5,6,asian,yes,first attempt,1968
10320,male,3.5,45,yes,yes,5,5,white,yes,first attempt,1967
10328,female,3.5,30.5,yes,no,3,5,white,no,no pass,1937
10346,male,3.5,38,yes,yes,4,5,white,yes,first attempt,1965
10363,male,3.5,29.5,yes,yes,2,3,white,yes,first attempt,1954
10373,female,3.5,39,yes,yes,4,5,hisp,yes,first attempt,1970
10410,female,3.5,43,yes,yes,3,6,white,yes,first attempt,1969
10428,male,3.5,37,yes,yes,2,3,white,yes,first attempt,1969
10432,male,3.5,42,yes,no,3,5,white,yes,first attempt,1959
10450,male,3.5,30.5,yes,yes,3,3,white,yes,first attempt,1968
10459,female,3.5,38,yes,yes,3,3,white,yes,first attempt,1962
10492,male,3.5,36,yes,yes,4,3,other,no,no pass,1969
10494,male,3.5,31.5,yes,yes,4,3,white,yes,first attempt,1969
10502,male,3.5,44,yes,yes,2,6,hisp,yes,first attempt,1969
10503,male,3.5,33,yes,yes,4,3,asian,yes,first attempt,1967
10506,female,3.5,46,yes,yes,4,5,white,yes,first attempt,1962
10535,female,3.5,36,yes,yes,4,6,white,yes,first attempt,1969
10551,female,3.5,39,yes,yes,5,6,white,yes,first attempt,1963
10553,female,3.5,33.5,yes,yes,4,4,asian,yes,first attempt,1969
10568,male,3.5,41,yes,yes,5,5,white,yes,first attempt,1968
10574,male,3.5,33,yes,yes,3,3,white,yes,first attempt,1969
10608,male,3.5,33,yes,yes,4,4,white,yes,first attempt,1969
10617,male,3.5,43,yes,yes,5,4,white,yes,first attempt,1969
10621,male,3.5,30,yes,yes,4,3,other,yes,first attempt,1963
10629,female,3.5,39,yes,yes,4,5,white,yes,first attempt,1968
10633,female,3.5,32,yes,yes,4,4,black,yes,first attempt,1969
10636,male,3.5,37,yes,yes,4,3,white,yes,first attempt,1969
10643,female,3.5,41,yes,yes,4,4,white,yes,first attempt,1965
10653,female,3.5,45,yes,yes,5,4,white,yes,first attempt,1970
10677,female,3.5,21,yes,yes,3,4,black,yes,second attempt,1969
10680,female,3.5,31,yes,yes,2,4,white,yes,first attempt,1968
10683,female,3.5,33,yes,yes,3,4,white,yes,first attempt,1969
10702,male,3.5,39,yes,yes,2,4,white,yes,second attempt,1968
10747,male,3.5,35.5,yes,yes,4,2,white,yes,first attempt,1969
10772,male,3.5,39,yes,yes,4,4,white,yes,first attempt,1969
10789,female,3.5,34,yes,yes,3,3,white,yes,first attempt,1969
10824,female,3.5,39,yes,yes,4,3,white,yes,first attempt,1969
10825,male,3.5,41,yes,yes,4,4,white,yes,first attempt,1968
10830,male,3.5,33,yes,yes,3,4,white,yes,first attempt,1969
10834,female,3.5,34.5,yes,yes,3,3,white,yes,first attempt,1967
10841,female,3.5,37,yes,yes,5,5,white,yes,first attempt,1967
10851,male,3.5,33,yes,yes,4,3,white,yes,first attempt,1969
10864,male,3.5,43,yes,yes,4,4,white,yes,first attempt,1968
10867,male,3.5,37,yes,yes,3,3,white,yes,first attempt,1970
10883,female,3.5,43,yes,yes,3,6,white,yes,first attempt,1969
10885,male,3.5,46,yes,yes,3,6,white,yes,first attempt,1962
